ticker,date,open,high,low,close,volume
AAPL,2026-04-16,192.58,194.01,190.81,192.23,56550000
AAPL,2026-04-17,192.42,194.19,190.99,192.77,63800000
AAPL,2026-04-20,192.74,193.94,191.50,192.69,58000000
AAPL,2026-04-21,193.04,195.36,191.38,193.69,52200000
AAPL,2026-04-22,193.83,195.44,192.47,194.08,59449999
AAPL,2026-04-23,194.00,195.28,192.57,193.85,53650000
AAPL,2026-04-24,193.82,195.02,192.57,193.77,60900000
AAPL,2026-04-27,193.85,195.28,192.57,194.00,55100000
AAPL,2026-04-28,193.87,195.22,192.26,193.61,62350000
AAPL,2026-04-29,193.86,195.83,192.35,194.31,56550000
AAPL,2026-04-30,194.34,195.59,193.13,194.39,63800000
AAPL,2026-05-01,194.20,195.64,192.41,193.84,58000000
AAPL,2026-05-04,194.03,195.83,192.60,194.39,52200000
AAPL,2026-05-05,194.36,195.57,193.10,194.31,59449999
AAPL,2026-05-06,194.66,197.00,192.99,195.32,53650000
AAPL,2026-05-07,195.87,198.85,193.91,196.88,60900000
AAPL,2026-05-08,196.80,198.10,195.35,196.65,55100000
AAPL,2026-05-11,196.95,199.13,195.33,197.51,62350000
AAPL,2026-05-12,197.59,199.05,196.29,197.75,56550000
AAPL,2026-05-13,197.61,198.99,195.97,197.35,63800000
AAPL,2026-05-14,197.60,199.61,196.06,198.06,58000000
AAPL,2026-05-15,198.09,199.37,196.86,198.14,52200000
AAPL,2026-05-18,197.62,199.55,194.71,196.64,59449999
AAPL,2026-05-19,196.83,198.65,195.37,197.19,53650000
AAPL,2026-05-20,197.16,198.38,195.89,197.11,60900000
AAPL,2026-05-21,197.47,199.84,195.77,198.13,55100000
AAPL,2026-05-22,198.27,199.92,196.88,198.53,62350000
MSFT,2026-03-02,419.78,422.61,416.54,419.37,25200000
MSFT,2026-03-03,419.77,423.59,416.68,420.50,28699999
MSFT,2026-03-04,420.55,423.22,417.96,420.63,25900000
MSFT,2026-03-05,421.29,426.01,417.82,422.52,29400000
MSFT,2026-03-06,422.83,426.39,419.85,423.41,26600000
MSFT,2026-03-09,423.36,425.97,420.68,423.28,30100000
MSFT,2026-03-10,423.86,428.31,420.49,424.93,27300000
MSFT,2026-03-11,425.16,428.44,422.29,425.57,30800000
MSFT,2026-03-12,425.44,428.18,422.44,425.19,28000000
MSFT,2026-03-13,425.68,429.85,422.42,426.59,25200000
MSFT,2026-03-16,426.72,429.73,423.97,426.97,28699999
MSFT,2026-03-17,426.75,429.63,423.46,426.33,25900000
MSFT,2026-03-18,426.74,430.63,423.60,427.48,29400000
MSFT,2026-03-19,427.53,430.24,424.90,427.61,26600000
MSFT,2026-03-20,428.96,435.99,424.46,431.46,30100000
MSFT,2026-03-23,431.78,435.42,428.73,432.37,27300000
MSFT,2026-03-24,432.32,434.98,429.58,432.24,30800000
MSFT,2026-03-25,432.83,437.37,429.39,433.92,28000000
MSFT,2026-03-26,434.15,437.51,431.22,434.57,25200000
MSFT,2026-03-27,434.44,437.24,431.38,434.18,28699999
MSFT,2026-03-30,434.68,438.95,431.36,435.62,25900000
MSFT,2026-03-31,435.75,438.82,432.94,436.01,29400000
MSFT,2026-04-01,435.23,438.95,430.08,433.78,26600000
MSFT,2026-04-02,434.19,438.15,431.00,434.96,30100000
MSFT,2026-04-03,435.00,437.76,432.33,435.09,27300000
MSFT,2026-04-06,435.77,440.65,432.18,437.04,30800000
MSFT,2026-04-07,437.37,441.05,434.28,437.96,28000000
MSFT,2026-04-08,437.92,440.61,435.14,437.83,25200000
MSFT,2026-04-09,438.43,443.03,434.94,439.54,28699999
MSFT,2026-04-10,439.77,443.17,436.80,440.20,25900000
MSFT,2026-04-13,440.06,442.90,436.96,439.80,29400000
MSFT,2026-04-14,441.00,447.62,436.64,443.23,26600000
MSFT,2026-04-15,443.37,446.49,440.51,443.63,30100000
MSFT,2026-04-16,443.40,446.39,439.97,442.96,27300000
MSFT,2026-04-17,443.38,447.43,440.12,444.16,30800000
MSFT,2026-04-20,444.21,447.03,441.48,444.29,28000000
MSFT,2026-04-21,444.99,449.98,441.32,446.29,25200000
MSFT,2026-04-22,446.62,450.38,443.47,447.23,28699999
MSFT,2026-04-23,447.18,449.93,444.35,447.10,25900000
MSFT,2026-04-24,447.14,449.98,444.39,447.23,29400000
MSFT,2026-04-27,447.47,450.92,444.44,447.90,26600000
MSFT,2026-04-28,447.76,450.65,444.61,447.50,30100000
MSFT,2026-04-29,448.02,452.41,444.59,448.98,27300000
MSFT,2026-04-30,449.12,452.28,446.22,449.38,30800000
MSFT,2026-05-01,449.14,452.17,445.68,448.71,28000000
MSFT,2026-05-04,449.13,453.22,445.83,449.92,25200000
MSFT,2026-05-05,449.96,452.82,447.20,450.05,28699999
MSFT,2026-05-06,450.76,455.81,447.04,452.08,25900000
MSFT,2026-05-07,453.12,459.29,448.91,455.06,29400000
MSFT,2026-05-08,455.01,457.81,452.13,454.92,26600000
MSFT,2026-05-11,455.54,460.33,451.92,456.70,30100000
MSFT,2026-05-12,456.94,460.47,453.85,457.38,27300000
MSFT,2026-05-13,457.24,460.19,454.02,456.97,30800000
MSFT,2026-05-14,457.50,461.99,454.00,458.48,28000000
MSFT,2026-05-15,458.62,461.85,455.67,458.89,25200000
MSFT,2026-05-18,458.07,461.99,452.65,456.55,28699999
MSFT,2026-05-19,456.98,461.15,453.62,457.78,25900000
MSFT,2026-05-20,457.83,460.74,455.02,457.92,29400000
MSFT,2026-05-21,458.64,463.78,454.86,459.98,26600000
MSFT,2026-05-22,460.32,464.20,457.08,460.95,30100000
NVDA,2026-03-02,917.49,926.57,903.79,912.82,49500000
NVDA,2026-03-03,915.25,928.78,906.28,919.76,56374999
NVDA,2026-03-04,919.38,925.44,912.59,918.66,50875000
NVDA,2026-03-05,923.22,943.91,911.13,931.70,57750000
NVDA,2026-03-06,933.46,944.88,925.34,936.73,52250000
NVDA,2026-03-09,935.62,942.82,926.36,933.55,59125000
NVDA,2026-03-10,937.47,956.09,926.22,944.75,53625000
NVDA,2026-03-11,945.81,954.98,938.62,947.77,60500000
NVDA,2026-03-12,945.92,954.24,934.17,942.47,55000000
NVDA,2026-03-13,945.70,962.08,935.39,951.70,49500000
NVDA,2026-03-16,952.04,958.85,945.85,952.66,56374999
NVDA,2026-03-17,950.05,959.46,935.87,945.22,50875000
NVDA,2026-03-18,947.74,961.74,938.45,952.41,57750000
NVDA,2026-03-19,952.01,958.29,944.99,951.27,52250000
NVDA,2026-03-20,961.49,1001.40,940.96,980.47,59125000
NVDA,2026-03-23,982.32,994.34,973.78,985.76,53625000
NVDA,2026-03-24,984.59,992.17,974.85,982.41,60500000
NVDA,2026-03-25,986.54,1006.13,974.70,994.20,55000000
NVDA,2026-03-26,995.31,1004.96,987.75,997.38,49500000
NVDA,2026-03-27,995.43,1004.19,983.07,991.80,56374999
NVDA,2026-03-30,995.20,1012.43,984.35,1001.52,50875000
NVDA,2026-03-31,1001.87,1009.03,995.36,1002.52,57750000
NVDA,2026-04-01,995.15,1011.57,965.27,981.47,52250000
NVDA,2026-04-02,984.08,998.62,974.43,988.92,59125000
NVDA,2026-04-03,988.51,995.03,981.22,987.74,53625000
NVDA,2026-04-06,992.65,1014.89,979.64,1001.76,60500000
NVDA,2026-04-07,1003.66,1015.94,994.93,1007.17,55000000
NVDA,2026-04-08,1005.97,1013.72,996.02,1003.75,49500000
NVDA,2026-04-09,1007.96,1027.98,995.87,1015.79,56374999
NVDA,2026-04-10,1016.93,1026.79,1009.20,1019.04,50875000
NVDA,2026-04-13,1017.05,1026.00,1004.42,1013.34,57750000
NVDA,2026-04-14,1022.67,1059.90,1003.08,1039.99,52250000
NVDA,2026-04-15,1040.35,1047.80,1033.59,1041.03,59125000
NVDA,2026-04-16,1038.19,1048.46,1022.68,1032.91,53625000
NVDA,2026-04-17,1035.66,1050.96,1025.51,1040.76,60500000
NVDA,2026-04-20,1040.32,1047.19,1032.65,1039.51,55000000
NVDA,2026-04-21,1044.68,1068.08,1030.99,1054.27,49500000
NVDA,2026-04-22,1056.26,1069.19,1047.07,1059.96,56374999
NVDA,2026-04-23,1058.70,1066.85,1048.23,1056.36,50875000
NVDA,2026-04-24,1055.92,1062.89,1048.13,1055.09,57750000
NVDA,2026-04-27,1056.27,1066.51,1048.25,1058.47,52250000
NVDA,2026-04-28,1056.39,1065.69,1043.28,1052.54,59125000
NVDA,2026-04-29,1056.15,1074.44,1044.64,1062.86,53625000
NVDA,2026-04-30,1063.23,1070.83,1056.32,1063.92,60500000
NVDA,2026-05-01,1061.01,1071.52,1045.17,1055.62,55000000
NVDA,2026-05-04,1058.43,1074.07,1048.06,1063.64,49500000
NVDA,2026-05-05,1063.20,1070.21,1055.35,1062.37,56374999
NVDA,2026-05-06,1067.65,1091.57,1053.66,1077.45,50875000
NVDA,2026-05-07,1085.71,1119.71,1067.31,1101.05,57750000
NVDA,2026-05-08,1099.74,1108.21,1088.86,1097.30,52250000
NVDA,2026-05-11,1101.91,1123.80,1088.69,1110.47,59125000
NVDA,2026-05-12,1111.72,1122.49,1103.27,1114.03,53625000
NVDA,2026-05-13,1111.84,1121.63,1098.04,1107.79,60500000
NVDA,2026-05-14,1111.59,1130.84,1099.47,1118.64,55000000
NVDA,2026-05-15,1119.04,1127.04,1111.76,1119.76,49500000
NVDA,2026-05-18,1111.53,1129.87,1078.16,1096.25,56374999
NVDA,2026-05-19,1099.16,1115.40,1088.39,1104.58,50875000
NVDA,2026-05-20,1104.11,1111.40,1095.97,1103.25,57750000
NVDA,2026-05-21,1108.74,1133.58,1094.21,1118.92,52250000
NVDA,2026-05-22,1121.03,1134.75,1111.28,1124.96,59125000
AMZN,2026-03-02,177.73,179.18,175.76,177.22,39600000
AMZN,2026-03-03,177.46,179.35,176.05,177.93,45099999
AMZN,2026-03-04,177.88,179.01,176.65,177.78,40700000
AMZN,2026-03-05,178.26,180.89,176.51,179.13,46200000
AMZN,2026-03-06,179.31,180.97,177.98,179.64,41800000
AMZN,2026-03-09,179.51,180.77,178.02,179.28,47300000
AMZN,2026-03-10,179.68,182.08,178.03,180.42,42900000
AMZN,2026-03-11,180.53,181.94,179.30,180.71,48400000
AMZN,2026-03-12,180.51,181.88,178.77,180.13,44000000
AMZN,2026-03-13,180.46,182.63,178.91,181.07,39600000
AMZN,2026-03-16,181.10,182.27,179.97,181.14,45099999
AMZN,2026-03-17,180.86,182.35,178.87,180.35,40700000
AMZN,2026-03-18,180.60,182.52,179.15,181.07,46200000
AMZN,2026-03-19,181.02,182.18,179.77,180.92,41800000
AMZN,2026-03-20,181.97,186.56,179.37,183.93,47300000
AMZN,2026-03-23,184.11,185.81,182.74,184.44,42900000
AMZN,2026-03-24,184.31,185.60,182.78,184.07,48400000
AMZN,2026-03-25,184.48,186.95,182.79,185.25,44000000
AMZN,2026-03-26,185.35,186.81,184.09,185.55,39600000
AMZN,2026-03-27,185.34,186.75,183.55,184.95,45099999
AMZN,2026-03-30,185.29,187.51,183.70,185.92,40700000
AMZN,2026-03-31,185.94,187.14,184.79,185.99,46200000
AMZN,2026-04-01,185.23,187.42,181.66,183.83,41800000
AMZN,2026-04-02,184.09,186.04,182.62,184.57,47300000
AMZN,2026-04-03,184.52,185.70,183.24,184.42,42900000
AMZN,2026-04-06,184.91,187.64,183.10,185.82,48400000
AMZN,2026-04-07,186.00,187.72,184.63,186.34,44000000
AMZN,2026-04-08,186.21,187.51,184.67,185.97,39600000
AMZN,2026-04-09,186.39,188.88,184.67,187.16,45099999
AMZN,2026-04-10,187.26,188.73,185.99,187.46,40700000
AMZN,2026-04-13,187.25,188.67,185.44,186.86,46200000
AMZN,2026-04-14,187.79,191.99,185.33,189.51,41800000
AMZN,2026-04-15,189.54,190.76,188.36,189.59,47300000
AMZN,2026-04-16,189.30,190.85,187.21,188.75,42900000
AMZN,2026-04-17,189.02,191.02,187.51,189.51,48400000
AMZN,2026-04-20,189.46,190.67,188.15,189.36,44000000
AMZN,2026-04-21,189.86,192.67,188.00,190.80,39600000
AMZN,2026-04-22,190.98,192.75,189.57,191.33,45099999
AMZN,2026-04-23,191.20,192.53,189.61,190.95,40700000
AMZN,2026-04-24,190.89,192.12,189.57,190.79,46200000
AMZN,2026-04-27,190.90,192.40,189.60,191.10,41800000
AMZN,2026-04-28,190.89,192.34,189.04,190.49,47300000
AMZN,2026-04-29,190.84,193.13,189.19,191.48,42900000
AMZN,2026-04-30,191.51,192.74,190.32,191.56,48400000
AMZN,2026-05-01,191.26,192.83,189.15,190.71,44000000
AMZN,2026-05-04,190.98,193.01,189.45,191.48,39600000
AMZN,2026-05-05,191.42,192.65,190.10,191.32,45099999
AMZN,2026-05-06,191.83,194.67,189.95,192.78,40700000
AMZN,2026-05-07,193.57,197.37,191.27,195.05,46200000
AMZN,2026-05-08,194.91,196.28,193.30,194.66,41800000
AMZN,2026-05-11,195.10,197.71,193.30,195.91,47300000
AMZN,2026-05-12,196.02,197.55,194.68,196.22,42900000
AMZN,2026-05-13,196.00,197.49,194.11,195.59,48400000
AMZN,2026-05-14,195.95,198.30,194.26,196.61,44000000
AMZN,2026-05-15,196.64,197.91,195.42,196.69,39600000
AMZN,2026-05-18,195.89,198.20,192.11,194.41,45099999
AMZN,2026-05-19,194.68,196.75,193.12,195.18,40700000
AMZN,2026-05-20,195.13,196.38,193.78,195.03,46200000
AMZN,2026-05-21,195.55,198.44,193.63,196.51,41800000
AMZN,2026-05-22,196.70,198.52,195.25,197.06,47300000
GOOGL,2026-03-02,167.74,169.12,165.86,167.24,27900000
GOOGL,2026-03-03,167.39,168.88,166.18,167.66,31774999
GOOGL,2026-03-04,167.57,168.71,166.28,167.41,28675000
GOOGL,2026-03-05,167.73,169.80,166.27,168.33,32550000
GOOGL,2026-03-06,168.42,169.72,167.28,168.58,29450000
GOOGL,2026-03-09,168.44,169.66,166.94,168.16,33325000
GOOGL,2026-03-10,168.43,170.31,167.04,168.92,30225000
GOOGL,2026-03-11,168.95,170.06,167.89,169.00,34100000
GOOGL,2026-03-12,168.80,170.10,167.11,168.41,31000000
GOOGL,2026-03-13,168.62,170.31,167.31,169.00,27900000
GOOGL,2026-03-16,168.97,170.03,167.86,168.92,31774999
GOOGL,2026-03-17,168.65,170.04,166.77,168.16,28675000
GOOGL,2026-03-18,168.30,169.80,167.08,168.58,32550000
GOOGL,2026-03-19,168.49,169.63,167.19,168.32,29450000
GOOGL,2026-03-20,169.09,172.64,166.98,170.51,33325000
GOOGL,2026-03-23,170.60,171.92,169.45,170.77,30225000
GOOGL,2026-03-24,170.62,171.86,169.11,170.34,34100000
GOOGL,2026-03-25,170.61,172.52,169.20,171.11,31000000
GOOGL,2026-03-26,171.14,172.26,170.07,171.19,27900000
GOOGL,2026-03-27,170.98,172.31,169.27,170.59,31774999
GOOGL,2026-03-30,170.80,172.52,169.48,171.19,28675000
GOOGL,2026-03-31,171.16,172.23,170.04,171.11,32550000
GOOGL,2026-04-01,170.48,172.39,167.40,169.31,29450000
GOOGL,2026-04-02,169.46,170.96,168.23,169.73,33325000
GOOGL,2026-04-03,169.64,170.79,168.33,169.48,30225000
GOOGL,2026-04-06,169.80,171.90,168.32,170.41,34100000
GOOGL,2026-04-07,170.50,171.82,169.35,170.67,31000000
GOOGL,2026-04-08,170.52,171.75,169.00,170.24,27900000
GOOGL,2026-04-09,170.51,172.42,169.10,171.01,31774999
GOOGL,2026-04-10,171.04,172.16,169.97,171.09,28675000
GOOGL,2026-04-13,170.88,172.21,169.17,170.49,32550000
GOOGL,2026-04-14,171.15,174.35,169.18,172.37,29450000
GOOGL,2026-04-15,172.34,173.41,171.20,172.28,33325000
GOOGL,2026-04-16,172.01,173.43,170.09,171.51,30225000
GOOGL,2026-04-17,171.66,173.18,170.41,171.93,34100000
GOOGL,2026-04-20,171.84,173.00,170.52,171.68,31000000
GOOGL,2026-04-21,172.01,174.13,170.50,172.62,27900000
GOOGL,2026-04-22,172.71,174.05,171.55,172.88,31774999
GOOGL,2026-04-23,172.73,173.98,171.20,172.45,28675000
GOOGL,2026-04-24,172.36,173.52,171.03,172.19,32550000
GOOGL,2026-04-27,172.22,173.35,171.14,172.27,29450000
GOOGL,2026-04-28,172.06,173.40,170.34,171.67,33325000
GOOGL,2026-04-29,171.88,173.61,170.55,172.27,30225000
GOOGL,2026-04-30,172.24,173.32,171.11,172.19,34100000
GOOGL,2026-05-01,171.92,173.33,170.00,171.41,31000000
GOOGL,2026-05-04,171.56,173.09,170.32,171.84,27900000
GOOGL,2026-05-05,171.75,172.91,170.42,171.58,31774999
GOOGL,2026-05-06,171.91,174.04,170.41,172.53,28675000
GOOGL,2026-05-07,173.07,175.91,171.25,174.08,32550000
GOOGL,2026-05-08,173.93,175.19,172.39,173.64,29450000
GOOGL,2026-05-11,173.92,175.86,172.48,174.43,33325000
GOOGL,2026-05-12,174.46,175.60,173.37,174.51,30225000
GOOGL,2026-05-13,174.30,175.65,172.55,173.90,34100000
GOOGL,2026-05-14,174.11,175.86,172.77,174.51,31000000
GOOGL,2026-05-15,174.48,175.57,173.33,174.42,27900000
GOOGL,2026-05-18,173.78,175.74,170.65,172.59,31774999
GOOGL,2026-05-19,172.74,174.28,171.49,173.02,28675000
GOOGL,2026-05-20,172.93,174.10,171.60,172.76,32550000
GOOGL,2026-05-21,173.10,175.23,171.58,173.71,29450000
GOOGL,2026-05-22,173.81,175.15,172.63,173.97,33325000
META,2026-03-02,469.36,473.09,464.45,468.17,19800000
META,2026-03-03,468.90,474.15,465.04,470.27,22549999
META,2026-03-04,470.22,473.12,467.24,470.13,20350000
META,2026-03-05,471.47,478.70,466.73,473.94,23100000
META,2026-03-06,474.49,479.14,470.86,475.50,20900000
META,2026-03-09,475.26,478.46,471.59,474.79,23650000
META,2026-03-10,475.94,482.59,471.44,478.07,21450000
META,2026-03-11,478.42,482.45,475.05,479.07,24200000
META,2026-03-12,478.62,482.14,474.27,477.78,22000000
META,2026-03-13,478.73,484.75,474.49,480.50,19800000
META,2026-03-16,480.65,484.04,477.55,480.93,22549999
META,2026-03-17,480.28,484.10,475.25,479.06,20350000
META,2026-03-18,479.81,485.18,475.85,481.21,23100000
META,2026-03-19,481.16,484.12,478.11,481.07,20900000
META,2026-03-20,483.95,496.42,476.91,489.30,23650000
META,2026-03-23,489.86,494.67,486.11,490.91,21450000
META,2026-03-24,490.65,493.96,486.87,490.17,24200000
META,2026-03-25,491.36,498.22,486.71,493.56,22000000
META,2026-03-26,493.92,498.08,490.44,494.59,19800000
META,2026-03-27,494.13,497.76,489.63,493.26,22549999
META,2026-03-30,494.24,500.46,489.87,496.07,20350000
META,2026-03-31,496.23,499.72,493.02,496.52,23100000
META,2026-04-01,494.59,500.30,485.33,491.00,20900000
META,2026-04-02,491.78,497.28,487.72,493.21,23650000
META,2026-04-03,493.16,496.19,490.03,493.07,21450000
META,2026-04-06,494.46,502.05,489.49,497.06,24200000
META,2026-04-07,497.63,502.51,493.83,498.70,22000000
META,2026-04-08,498.44,501.80,494.59,497.95,19800000
META,2026-04-09,499.15,506.13,494.44,501.39,22549999
META,2026-04-10,501.76,505.98,498.22,502.44,20350000
META,2026-04-13,501.97,505.66,497.40,501.08,23100000
META,2026-04-14,503.66,515.24,496.94,508.45,20900000
META,2026-04-15,508.61,512.19,505.33,508.91,23650000
META,2026-04-16,508.21,512.25,502.89,506.92,21450000
META,2026-04-17,507.72,513.40,503.53,509.20,24200000
META,2026-04-20,509.15,512.28,505.92,509.05,22000000
META,2026-04-21,510.49,518.33,505.36,513.17,19800000
META,2026-04-22,513.77,518.81,509.84,514.87,22549999
META,2026-04-23,514.60,518.07,510.63,514.10,20350000
META,2026-04-24,514.04,517.20,510.78,513.94,23100000
META,2026-04-27,514.32,518.65,510.69,515.02,20900000
META,2026-04-28,514.53,518.32,509.85,513.63,23650000
META,2026-04-29,514.65,521.13,510.10,516.56,21450000
META,2026-04-30,516.72,520.36,513.39,517.02,24200000
META,2026-05-01,516.32,520.42,510.91,515.01,22000000
META,2026-05-04,515.82,521.59,511.56,517.32,19800000
META,2026-05-05,517.27,520.45,513.99,517.17,22549999
META,2026-05-06,518.63,526.60,513.42,521.36,20350000
META,2026-05-07,523.60,534.18,517.24,527.77,23100000
META,2026-05-08,527.49,531.05,523.42,526.98,20900000
META,2026-05-11,528.25,535.63,523.26,530.61,23650000
META,2026-05-12,531.00,535.48,527.26,531.73,21450000
META,2026-05-13,531.23,535.13,526.40,530.29,24200000
META,2026-05-14,531.35,538.04,526.65,533.32,22000000
META,2026-05-15,533.48,537.24,530.04,533.80,19800000
META,2026-05-18,531.72,537.86,521.77,527.87,22549999
META,2026-05-19,528.70,534.62,524.34,530.25,20350000
META,2026-05-20,530.19,533.45,526.83,530.09,23100000
META,2026-05-21,531.59,539.75,526.25,534.38,20900000
META,2026-05-22,535.00,540.25,530.91,536.14,23650000
JPM,2026-03-02,204.76,206.33,202.76,204.32,11700000
JPM,2026-03-03,204.49,206.26,203.03,204.79,13324999
JPM,2026-03-04,204.73,206.05,203.29,204.61,12025000
JPM,2026-03-05,204.95,207.29,203.23,205.57,13650000
JPM,2026-03-06,205.68,207.27,204.29,205.88,12350000
JPM,2026-03-09,205.76,207.17,204.12,205.53,13975000
JPM,2026-03-10,205.81,207.97,204.17,206.33,12675000
JPM,2026-03-11,206.38,207.79,205.07,206.48,14300000
JPM,2026-03-12,206.29,207.79,204.47,205.96,13000000
JPM,2026-03-13,206.18,208.16,204.63,206.60,11700000
JPM,2026-03-16,206.59,207.84,205.33,206.58,13324999
JPM,2026-03-17,206.34,207.92,204.32,205.90,12025000
JPM,2026-03-18,206.06,207.84,204.59,206.37,13650000
JPM,2026-03-19,206.30,207.63,204.85,206.18,12350000
JPM,2026-03-20,206.96,210.75,204.61,208.39,13975000
JPM,2026-03-23,208.50,210.11,207.09,208.70,12675000
JPM,2026-03-24,208.58,210.01,206.92,208.35,14300000
JPM,2026-03-25,208.63,210.82,206.97,209.16,13000000
JPM,2026-03-26,209.21,210.63,207.88,209.31,11700000
JPM,2026-03-27,209.12,210.64,207.27,208.78,13324999
JPM,2026-03-30,209.01,211.01,207.43,209.43,12025000
JPM,2026-03-31,209.42,210.69,208.14,209.41,13650000
JPM,2026-04-01,208.82,210.91,205.63,207.71,12350000
JPM,2026-04-02,207.88,209.68,206.39,208.19,13975000
JPM,2026-04-03,208.12,209.47,206.66,208.00,12675000
JPM,2026-04-06,208.35,210.73,206.61,208.98,14300000
JPM,2026-04-07,209.09,210.71,207.68,209.29,13000000
JPM,2026-04-08,209.17,210.60,207.51,208.94,11700000
JPM,2026-04-09,209.22,211.42,207.56,209.75,13324999
JPM,2026-04-10,209.80,211.23,208.47,209.90,12025000
JPM,2026-04-13,209.72,211.24,207.86,209.38,13650000
JPM,2026-04-14,210.04,213.51,207.83,211.28,12350000
JPM,2026-04-15,211.27,212.55,209.98,211.26,13975000
JPM,2026-04-16,211.02,212.63,208.95,210.56,12675000
JPM,2026-04-17,210.73,212.56,209.23,211.05,14300000
JPM,2026-04-20,210.98,212.34,209.50,210.86,13000000
JPM,2026-04-21,211.20,213.62,209.44,211.85,11700000
JPM,2026-04-22,211.96,213.60,210.53,212.17,13324999
JPM,2026-04-23,212.04,213.49,210.35,211.80,12025000
JPM,2026-04-24,211.74,213.10,210.25,211.61,13650000
JPM,2026-04-27,211.67,213.11,210.32,211.76,12350000
JPM,2026-04-28,211.58,213.11,209.70,211.23,13975000
JPM,2026-04-29,211.46,213.49,209.87,211.89,12675000
JPM,2026-04-30,211.88,213.16,210.58,211.87,14300000
JPM,2026-05-01,211.62,213.24,209.55,211.17,13000000
JPM,2026-05-04,211.34,213.17,209.83,211.65,11700000
JPM,2026-05-05,211.59,212.95,210.10,211.46,13324999
JPM,2026-05-06,211.81,214.23,210.04,212.46,12025000
JPM,2026-05-07,213.01,216.14,210.94,214.05,13650000
JPM,2026-05-08,213.92,215.39,212.22,213.69,12350000
JPM,2026-05-11,213.98,216.22,212.28,214.52,13975000
JPM,2026-05-12,214.57,216.03,213.21,214.67,12675000
JPM,2026-05-13,214.48,216.04,212.58,214.13,14300000
JPM,2026-05-14,214.37,216.42,212.75,214.80,13000000
JPM,2026-05-15,214.79,216.09,213.48,214.78,11700000
JPM,2026-05-18,214.17,216.32,210.89,213.04,13324999
JPM,2026-05-19,213.21,215.05,211.68,213.53,12025000
JPM,2026-05-20,213.46,214.83,211.96,213.33,13650000
JPM,2026-05-21,213.68,216.13,211.90,214.34,12350000
JPM,2026-05-22,214.45,216.11,213.00,214.66,13975000
XOM,2026-03-02,113.75,114.79,112.26,113.29,16200000
XOM,2026-03-03,113.38,114.35,112.58,113.54,18450000
XOM,2026-03-04,113.44,114.27,112.42,113.25,16650000
XOM,2026-03-05,113.48,114.92,112.47,113.90,18900000
XOM,2026-03-06,113.94,114.76,113.20,114.02,17100000
XOM,2026-03-09,113.87,114.77,112.69,113.58,19350000
XOM,2026-03-10,113.77,115.05,112.82,114.11,17550000
XOM,2026-03-11,114.10,114.80,113.39,114.08,19800000
XOM,2026-03-12,113.88,114.85,112.55,113.51,18000000
XOM,2026-03-13,113.65,114.78,112.77,113.90,16200000
XOM,2026-03-16,113.84,114.61,112.98,113.74,18450000
XOM,2026-03-17,113.49,114.53,112.01,113.04,16650000
XOM,2026-03-18,113.12,114.09,112.32,113.28,18900000
XOM,2026-03-19,113.18,114.01,112.16,112.99,17100000
XOM,2026-03-20,113.57,116.20,112.05,114.66,19350000
XOM,2026-03-23,114.70,115.52,113.96,114.78,17550000
XOM,2026-03-24,114.62,115.53,113.44,114.34,19800000
XOM,2026-03-25,114.52,115.82,113.57,114.87,18000000
